français#@#son milieu ( de quelque chose d'allongé)#@#1868#@#102#@#692#@#88;pije#@#vhakoo-n (T)#@#1857#@#868#@#277#@#42;fwâi#@#vhaxoo-n#@#1864#@#1394#@#187#@#33;nemi 1 (Temala)#@#fakoo-n#@#1861#@#1920#@#162#@#35;nemi 2 (côte est)#@#faxoo-n#@#1862#@#2444#@#165#@#35;jawe#@#phaxoo-n#@#1862#@#2969#@#189#@#41;127
français#@#milieu de-#@#1965#@#191#@#241#@#33;pije#@#vhakoon(T)#@#1950#@#868#@#278#@#45;fwâi#@#vhaxoon-#@#1959#@#1393#@#187#@#35;nemi 1 (Temala)#@#fakoon-#@#1958#@#1918#@#164#@#36;nemi 2 (côte est)#@#faxoon-#@#1960#@#2444#@#164#@#35;jawe#@#phaxoon-#@#1960#@#2969#@#189#@#42;127
français#@#son centre, son dedans#@#2040#@#105#@#519#@#37;pije#@#ne-n (T)#@#2025#@#868#@#208#@#42;fwâi#@#ne-n#@#2041#@#1394#@#91#@#25;nemi 1 (Temala)#@#ne-n#@#2041#@#1918#@#92#@#25;nemi 2 (côte est)#@#ne-n#@#2043#@#2445#@#91#@#24;jawe#@#ne-n#@#2043#@#2969#@#94#@#25;127
français#@#son intervalle#@#2115#@#104#@#327#@#31;fwâi#@#dawee-n#@#2107#@#1393#@#164#@#35;127
français#@#contenu, son contenu#@#2194#@#102#@#476#@#32;pije#@#hyan, hyana-n (T)#@#2172#@#870#@#396#@#49;fwâi#@#hyan, hyane-n#@#2181#@#1394#@#307#@#40;nemi 1 (Temala)#@#hyan, hyane-n#@#2180#@#1920#@#306#@#41;nemi 2 (côte est)#@#hyan, hyane-n#@#2182#@#2445#@#307#@#42;jawe#@#hyan, hyane-n#@#2184#@#2969#@#310#@#40;127
français#@#son contenant (enveloppe, coquille, carapace, etc.)#@#2260#@#102#@#589#@#88;pije#@#pii-n#@#2256#@#868#@#116#@#40;fwâi#@#pii-n#@#2254#@#1393#@#116#@#41;nemi 1 (Temala)#@#pii-n#@#2254#@#1918#@#117#@#41;nemi 2 (côte est)#@#pii-n#@#2256#@#2444#@#117#@#42;jawe#@#pii-n#@#2257#@#2969#@#117#@#42;127
français#@#son fond#@#2384#@#104#@#181#@#29;pije#@#pwii-n (T)#@#2371#@#868#@#231#@#45;fwâi#@#puii-n#@#2375#@#1393#@#139#@#41;nemi 1 (Temala)#@#pwii-n#@#2375#@#1918#@#141#@#41;nemi 2 (côte est)#@#pwii-n#@#2377#@#2444#@#140#@#40;jawe#@#pwii-n#@#2378#@#2969#@#142#@#41;127
français#@#le fond de-#@#2430#@#173#@#258#@#30;pije#@#pwiye(T)#@#2417#@#868#@#232#@#46;fwâi#@#pwiye-#@#2424#@#1393#@#138#@#39;nemi 1 (Temala)#@#pwiye-#@#2424#@#1918#@#140#@#39;nemi 2 (côte est)#@#pniye-#@#2426#@#2444#@#140#@#40;jawe#@#pwiye-#@#2427#@#2969#@#142#@#39;127
français#@#sa longueur (= sa durée)#@#2498#@#104#@#561#@#40;pije#@#dahma-n (T)#@#2488#@#865#@#258#@#42;fwâi#@#dahme-n#@#2499#@#1393#@#164#@#32;nemi 1 (Temala)#@#dahma-n#@#2498#@#1917#@#165#@#33;nemi 2 (côte est)#@#hwaye-n#@#2501#@#2444#@#164#@#37;jawe#@#hwaye-n#@#2499#@#2969#@#165#@#41;127
français#@#dépasser, être plus haut#@#2570#@#101#@#569#@#40;pije#@#hyalaai (T)#@#2565#@#868#@#257#@#44;fwâi#@#hyaadoi#@#2568#@#1393#@#158#@#41;nemi 1 (Temala)#@#hyadooï#@#2569#@#1920#@#155#@#40;nemi 2 (côte est)#@#hyadooi#@#2571#@#2444#@#157#@#39;jawe#@#hyadooi#@#2573#@#2971#@#157#@#39;127
français#@#gros, grand#@#2643#@#102#@#254#@#39;pije#@#hun#@#2641#@#865#@#70#@#34;fwâi#@#hun#@#2642#@#1393#@#67#@#33;nemi 1 (Temala)#@#hun#@#2642#@#1920#@#66#@#33;nemi 2 (côte est)#@#hun#@#2645#@#2444#@#66#@#33;jawe#@#hac#@#2646#@#2969#@#65#@#35;127
français#@#très grand, immense#@#2715#@#104#@#446#@#39;pije#@#paa hun (T7)#@#2711#@#865#@#258#@#42;fwâi#@#vahiin#@#2714#@#1391#@#141#@#33;nemi 1 (Temala)#@#cnen hun#@#2715#@#1918#@#189#@#33;nemi 2 (côte est)#@#vaiin#@#2717#@#2442#@#117#@#34;jawe#@#vaiin#@#2720#@#2968#@#118#@#34;127
français#@#long#@#526#@#192#@#92#@#36;pije#@#gahlia#@#524#@#963#@#143#@#39;fwâi#@#gahlia#@#524#@#1496#@#140#@#41;nemi 1 (Temala)#@#gahlia#@#526#@#2026#@#141#@#40;nemi 2 (côte est)#@#galia#@#526#@#2558#@#116#@#40;jawe#@#hwalic#@#526#@#3088#@#138#@#33;128
français#@#long, allongé (préposé au#@#596#@#192#@#599#@#42;pije#@#hoole-(aman) (T)#@#593#@#966#@#381#@#38;fwâi#@#hoore-(aman)#@#598#@#1498#@#278#@#34;nemi 2 (côte est)#@#hoore-(aman)#@#598#@#2558#@#281#@#33;jawe#@#hoore-(aman)#@#598#@#3089#@#279#@#34;nemi 1 (Temala)#@#hoore-(aman)#@#598#@#2028#@#279#@#59;128
français#@#s'allonger#@#716#@#190#@#236#@#45;pije#@#hook (T)#@#713#@#966#@#186#@#39;fwâi#@#hook#@#717#@#1496#@#91#@#38;nemi 1 (Temala)#@#hook/ knoa#@#717#@#2028#@#236#@#36;nemi 2 (côte est)#@#hook/ knoa#@#717#@#2559#@#236#@#42;jawe#@#hook#@#720#@#3090#@#91#@#33;128
français#@#petit#@#792#@#190#@#114#@#39;pije#@#hwatin (T) mwany (O)#@#789#@#963#@#238#@#90;fwâi#@#mwany#@#801#@#1495#@#118#@#30;nemi 1 (Temala)#@#mwany#@#801#@#2026#@#117#@#32;nemi 2 (côte est)#@#mwany#@#801#@#2556#@#118#@#32;jawe#@#pwen-mwany :#@#788#@#3089#@#260#@#51;128
français#@#court, petit#@#913#@#189#@#286#@#39;pije#@#humwa ((T)#@#910#@#966#@#211#@#36;fwâi#@#humwa#@#915#@#1498#@#116#@#33;nemi 1 (Temala)#@#humwa#@#915#@#2028#@#115#@#33;nemi 2 (côte est)#@#humwa#@#916#@#2559#@#115#@#32;jawe#@#khübut (T) huum (W)#@#916#@#3089#@#235#@#84;128
français#@#rétrécir (ex, cordemouillée)#@#1033#@#190#@#671#@#40;pije#@#hiilic (T)#@#1031#@#966#@#235#@#39;fwâi#@#hiilic#@#1037#@#1498#@#137#@#36;nemi 1 (Temala)#@#hiilic#@#1039#@#2028#@#138#@#34;nemi 2 (côte est)#@#hiilic#@#1039#@#2560#@#136#@#36;jawe#@#hiilic#@#1041#@#3090#@#136#@#35;128
français#@#étroit (passage)#@#1108#@#191#@#378#@#42;pije#@#ubac (T)#@#1105#@#965#@#187#@#39;fwâi#@#ubec#@#1112#@#1496#@#91#@#33;nemi 1 (Temala)#@#ubec#@#1112#@#2026#@#90#@#35;nemi 2 (côte est)#@#ubec#@#1113#@#2558#@#90#@#35;jawe#@#ubec#@#1114#@#3088#@#90#@#34;128
français#@#rond#@#1184#@#190#@#89#@#29;pije#@#pwalago (T)#@#1180#@#966#@#260#@#44;fwâi#@#pwalago#@#1185#@#1498#@#164#@#41;nemi 1 (Temala)#@#fiye-aman (= boule)#@#1185#@#2029#@#447#@#41;nemi 2 (côte est)#@#pwalago#@#1187#@#2560#@#165#@#40;jawe#@#pwatago (Y)) pwararago (W)#@#1188#@#3089#@#305#@#88;128
français#@#lourd#@#1304#@#193#@#114#@#31;pije#@#theec (T) pwahluk (O)#@#1298#@#968#@#256#@#92;fwâi#@#theec/ pwaluk#@#1305#@#1496#@#309#@#42;nemi 1 (Temala)#@#theec#@#1306#@#2028#@#113#@#35;nemi 2 (côte est)#@#theec#@#1307#@#2559#@#114#@#35;jawe#@#pwaluk#@#1308#@#3090#@#139#@#42;128
français#@#léger (= facile, aisé)#@#1420#@#192#@#522#@#42;pije#@#haom#@#1423#@#968#@#92#@#33;fwâi#@#haom#@#1425#@#1498#@#92#@#34;nemi 1 (Temala)#@#haom#@#1427#@#2028#@#92#@#32;nemi 2 (côte est)#@#haom#@#1427#@#2559#@#92#@#34;jawe#@#haom#@#1429#@#3090#@#91#@#33;128
français#@#mince, transparent#@#1494#@#189#@#435#@#34;pije#@#tetep#@#1497#@#966#@#118#@#36;fwâi#@#terep#@#1499#@#1498#@#115#@#37;nemi 1 (Temala)#@#tetep#@#1501#@#2026#@#118#@#36;nemi 2 (côte est)#@#terep#@#1503#@#2560#@#116#@#34;jawe#@#terep#@#1504#@#3089#@#117#@#36;128
français#@#épais#@#1564#@#190#@#115#@#41;pije#@#thabo#@#1566#@#966#@#117#@#33;fwâi#@#thabo#@#1569#@#1496#@#117#@#33;nemi 1 (Temala)#@#thabo#@#1570#@#2026#@#117#@#33;nemi 2 (côte est)#@#thabo/ huju#@#1570#@#2558#@#260#@#42;jawe#@#hu ju#@#1573#@#3089#@#91#@#39;128
français#@#plat, large#@#1638#@#190#@#262#@#39;pije#@#kalapa#@#1638#@#968#@#138#@#40;fwâi#@#kalava#@#1641#@#1498#@#137#@#33;nemi 1 (Temala)#@#kshlapa#@#1642#@#2028#@#162#@#40;nemi 2 (côte est)#@#kalava#@#1644#@#2559#@#138#@#33;jawe#@#kalava#@#1645#@#3089#@#138#@#34;128
français#@#plat, égal, de même niveau#@#1710#@#190#@#627#@#39;pije#@#hedataan (T)#@#1707#@#968#@#278#@#36;fwâi#@#hedaraan#@#1714#@#1496#@#189#@#33;nemi 1 (Temala)#@#hedataan#@#1714#@#2026#@#190#@#35;nemi 2 (côte est)#@#hedaraan/ daraan#@#1716#@#2558#@#381#@#34;jawe#@#sedaraan#@#1718#@#3088#@#190#@#34;128
français#@#plat#@#1782#@#190#@#91#@#39;nemi 1 (Temala)#@#knobovi#@#1788#@#2028#@#157#@#34;nemi 2 (côte est)#@#knobovi % knoboïi#@#1789#@#2559#@#375#@#35;128
français#@#lisse#@#1852#@#191#@#114#@#32;pije#@#maahlap || (T) (error)#@#1855#@#966#@#166#@#41;jawe#@#maava#@#1873#@#3086#@#118#@#26;128
français#@#glissant#@#1924#@#190#@#187#@#41;pije#@#net#@#1932#@#966#@#65#@#30;fwâi#@#net#@#1936#@#1495#@#66#@#30;nemi 1 (Temala)#@#heela#@#1933#@#2028#@#115#@#35;nemi 2 (côte est)#@#heela#@#1934#@#2559#@#114#@#34;jawe#@#heela#@#1937#@#3089#@#114#@#34;128
français#@#rugueux au toucher, non lisse (ex. lainage, certaines feuilles)#@#1999#@#187#@#677#@#130;nemi 1 (Temala)#@#hnwatac#@#2007#@#2026#@#162#@#34;nemi 2 (côte est)#@#hmwarec#@#2008#@#2558#@#162#@#33;jawe#@#hmwarec (W)#@#2009#@#3088#@#255#@#35;128
français#@#droit, rectiligne#@#2166#@#187#@#409#@#42;pije#@#baangeet#@#2168#@#965#@#186#@#40;fwâi#@#bangeet#@#2169#@#1493#@#165#@#42;nemi 1 (Temala)#@#tugoon#@#2176#@#2025#@#141#@#38;nemi 2 (côte est)#@#tuva#@#2178#@#2558#@#89#@#29;jawe#@#cuvayuut ()) cûa (W)#@#2172#@#3086#@#278#@#85;128
français#@#raide#@#2285#@#187#@#117#@#33;nemi 1 (Temala)#@#hyeet#@#2293#@#2026#@#114#@#42;nemi 2 (côte est)#@#hyeet#@#2295#@#2556#@#114#@#40;jawe#@#hyeet (W)#@#2296#@#3088#@#207#@#41;128
français#@#résistant, fort#@#2359#@#308#@#359#@#41;pije#@#ngaayuk#@#2359#@#965#@#163#@#41;fwâi#@#ngaayuk#@#2364#@#1493#@#164#@#40;nemi 1 (Temala)#@#ngaayuk#@#2364#@#2023#@#166#@#42;nemi 2 (côte est)#@#ngaayuk#@#2367#@#2556#@#163#@#40;jawe#@#ngaayuk#@#2371#@#3086#@#164#@#38;128
français#@#durci, racorni (action de l'eau, du feu)#@#2429#@#184#@#533#@#85;jawe#@#culada (Y)#@#2439#@#3086#@#232#@#37;128
français#@#avec fermeté, résistant (postverbe)#@#2551#@#187#@#552#@#84;pije#@#tilihmwet (T)#@#2548#@#963#@#303#@#36;fwâi#@#jiwa, jiwali#@#2555#@#1495#@#276#@#39;nemi 1 (Temala)#@#jiwa, jiwai#@#2557#@#2026#@#254#@#39;nemi 2 (côte est)#@#jiwa, jiwali#@#2560#@#2558#@#276#@#39;jawe#@#Wac » wai#@#2563#@#3085#@#183#@#40;128
français#@#mou (= pourri)#@#2663#@#184#@#330#@#42;pije#@#hynat#@#2668#@#963#@#113#@#39;fwâi#@#hnyat#@#2672#@#1492#@#114#@#39;nemi 1 (Temala)#@#hnyat#@#2675#@#2023#@#114#@#40;nemi 2 (côte est)#@#hnyat#@#2678#@#2555#@#112#@#37;jawe#@#hnyat#@#2681#@#3085#@#112#@#40;128
français#@#qui s'effrite, humide, un peu pourri#@#2737#@#183#@#526#@#86;pije#@#many (T)#@#2735#@#962#@#182#@#47;fwâi#@#munÿya#@#2756#@#1490#@#116#@#30;nemi 1 (Temala)#@#munÿya#@#2758#@#2020#@#117#@#31;nemi 2 (côte est)#@#munya#@#2760#@#2552#@#117#@#32;jawe#@#munya#@#2764#@#3082#@#117#@#31;128
français#@#tordu#@#498#@#112#@#108#@#29;pije#@#hwek#@#495#@#878#@#91#@#34;fwâi#@#hwek#@#495#@#1401#@#91#@#34;nemi 1 (Temala)#@#huek#@#494#@#1924#@#93#@#35;nemi 2 (côte est)#@#hwek#@#495#@#2451#@#92#@#35;jawe#@#huek#@#494#@#2978#@#94#@#35;129
français#@#pointu#@#568#@#112#@#134#@#38;pije#@#pwa maa-n#@#576#@#876#@#213#@#30;fwâi#@#fwâ maa-n#@#566#@#1400#@#212#@#33;nemi 1 (Temala)#@#pmwa maa-n#@#575#@#1924#@#238#@#29;nemi 2 (côte est)#@#pmwa maa-n#@#575#@#2451#@#236#@#29;jawe#@#phuä mae-n. (T) pmwä mae-n (W)#@#568#@#2978#@#329#@#86;129
français#@#vieux, usé#@#687#@#108#@#235#@#40;pije#@#yaun, yave-aman (T)#@#683#@#877#@#442#@#46;fwâi#@#yaun,. yave-aman#@#693#@#1400#@#356#@#34;nemi 1 (Temala)#@#yaun, yave-aman#@#693#@#1924#@#356#@#34;nemi 2 (côte est)#@#yaun, yave-aman#@#694#@#2450#@#358#@#33;jawe#@#uden#@#684#@#2977#@#95#@#38;129
français#@#neuf#@#763#@#111#@#86#@#28;pije#@#gaa koha (T)#@#754#@#873#@#281#@#52;fwâi#@#gaa kohya#@#756#@#1400#@#210#@#44;nemi 1 (Temala)#@#gaa koha#@#758#@#1922#@#189#@#40;nemi 2 (côte est)#@#gaa koa#@#759#@#2450#@#164#@#42;jawe#@#gaa kop#@#759#@#2977#@#167#@#42;129
français#@#nouveau, qu'on voit pour la première fois#@#830#@#104#@#651#@#86;pije#@#gaa kaca (T7)#@#828#@#877#@#277#@#44;fwâi#@#gaa kaya#@#830#@#1400#@#187#@#40;nemi 1 (Temala)#@#gaa kaca#@#831#@#1924#@#189#@#39;nemi 2 (côte est)#@#gaa kaya#@#834#@#2450#@#190#@#38;jawe#@#gaa kaya#@#834#@#2978#@#189#@#39;129
français#@#vivre, vie#@#861#@#104#@#234#@#39;pije#@#motip#@#863#@#868#@#119#@#39;fwâi#@#mar ip#@#854#@#1393#@#117#@#50;nemi 1 (Temala)#@#matip#@#857#@#1917#@#118#@#40;nemi 2 (côte est)#@#maric#@#857#@#2442#@#116#@#35;jawe#@#maric#@#857#@#2968#@#115#@#33;131
français#@#homme#@#936#@#105#@#113#@#28;pije#@#kahyuk#@#933#@#871#@#137#@#38;fwâi#@#kahok#@#931#@#1394#@#114#@#31;nemi 1 (Temala)#@#kahok#@#929#@#1920#@#113#@#32;nemi 2 (côte est)#@#khaak (Tendo) kac (Coulna)#@#929#@#2445#@#300#@#81;jawe#@#kac#@#930#@#2972#@#64#@#31;131
français#@#homme, mâle (déterminant post—kaCh)yuk posé)#@#1046#@#104#@#976#@#95;fwâi#@#—kayuk#@#1047#@#1393#@#139#@#41;nemi 1 (Temala)#@#—kayuk % -xayuk#@#1046#@#1918#@#356#@#40;nemi 2 (côte est)#@#—kKayuk % -xayuk#@#1049#@#2445#@#353#@#40;jawe#@#-kayuk v =xayuk#@#1049#@#2971#@#356#@#41;131
français#@#femme, femelle#@#1171#@#107#@#328#@#39;pije#@#thoomwa#@#1171#@#873#@#161#@#32;fwâi#@#hnook#@#1168#@#1395#@#113#@#33;nemi 1 (Temala)#@#hnook#@#1167#@#1920#@#113#@#32;nemi 2 (côte est)#@#hnook#@#1167#@#2447#@#113#@#33;jawe#@#hnemo#@#1167#@#2972#@#115#@#32;131
français#@#célibataire#@#1242#@#107#@#256#@#33;pije#@#kayuna#@#1243#@#874#@#137#@#39;fwâi#@#kayuna#@#1242#@#1395#@#137#@#37;nemi 1 (Temala)#@#kayuna#@#1239#@#1921#@#137#@#39;nemi 2 (côte est)#@#kayuna#@#1240#@#2447#@#137#@#39;jawe#@#kayuna#@#1240#@#2972#@#139#@#38;131
français#@#se marier (femme)#@#1507#@#108#@#395#@#37;pije#@#haLoo-n (T)#@#1484#@#871#@#252#@#56;fwâi#@#haloo-n#@#1504#@#1394#@#163#@#33;nemi 1 (Temala)#@#haloo-n#@#1501#@#1921#@#163#@#35;nemi 2 (côte est)#@#haloo-n#@#1502#@#2447#@#164#@#34;jawe#@#haloo-n#@#1502#@#2972#@#165#@#34;131
français#@#se marier (homme)#@#1580#@#108#@#395#@#36;pije#@#vhe thoomwa#@#1582#@#871#@#258#@#31;fwâi#@#vhe hnook#@#1577#@#1395#@#211#@#34;nemi 1 (Temala)#@#fe hnook#@#1576#@#1920#@#185#@#33;nemi 2 (côte est)#@#fe hnook#@#1576#@#2447#@#186#@#33;jawe#@#phe hnemo#@#1577#@#2971#@#213#@#38;131
français#@#monnaie pour retenir une épouse#@#1652#@#102#@#575#@#90;nemi 2 (côte est)#@#ba-peei wen#@#1648#@#2444#@#262#@#39;131
français#@#cadeau pour montrer qu'on accepte#@#1773#@#107#@#596#@#90;nemi 2 (côte est)#@#ba-elong#@#1769#@#2445#@#188#@#40;131
français#@#maternels (ce sont eux qui “donnent la femme)#@#1897#@#104#@#620#@#85;pije#@#hwan-hitei#@#1894#@#871#@#229#@#35;fwâi#@#hwan-hiri#@#1893#@#1395#@#206#@#32;nemi 1 (Temala)#@#hwan-hiti#@#1891#@#1921#@#206#@#32;nemi 2 (côte est)#@#hwan-iri#@#1891#@#2447#@#181#@#32;jawe#@#hwan-iri#@#1890#@#2972#@#183#@#33;131
français#@#famille de l'époux (ceux qui "reçoivent" la femme)#@#2015#@#108#@#665#@#92;pije#@#kaapue-aman * kaapuu-n#@#2017#@#873#@#308#@#86;fwâi#@#kaauu-n#@#2012#@#1398#@#162#@#35;nemi 1 (Temala)#@#kaapuu-n#@#2011#@#1922#@#188#@#39;nemi 2 (côte est)#@#kKaavuu-n#@#2011#@#2448#@#186#@#35;jawe#@#kaavuu-n#@#2011#@#2974#@#187#@#33;131
français#@#noms des coutumes offertes par la famille de l'époux#@#2142#@#107#@#616#@#88;pije#@#be-cani ngop (T) thue-we man yaak (T)#@#2136#@#871#@#468#@#90;fwâi#@#ba-cani ngap thue-we men yaak#@#2133#@#1395#@#381#@#90;nemi 2 (côte est)#@#ba-cani ngap thue-yaak#@#2133#@#2447#@#285#@#90;jawe#@#ba-cani ngap uve-n hnemo#@#2133#@#2972#@#286#@#83;131
français#@#noms des coutumes offertes par la famille de l'épouse#@#2315#@#108#@#618#@#85;pije#@#thue-thoomwa (T) kee-n ngop (T) we men yaak (T) be-na thoomwa (T)#@#2236#@#871#@#398#@#205;fwâi#@#ba-parue hnook#@#2400#@#1397#@#331#@#43;nemi 2 (côte est)#@#thue-hnook kee-n ngap yaak ba-panua hnook#@#2231#@#2447#@#332#@#209;jawe#@#Kee-n ngap yaa ba-panua hnemo#@#2303#@#2972#@#335#@#137;131
français#@#être enceinte#@#2679#@#107#@#306#@#35;pije#@#pwan-jic#@#2669#@#873#@#184#@#39;fwâi#@#pwen-jic#@#2666#@#1398#@#186#@#41;nemi 1 (Temala)#@#puen-jic#@#2665#@#1925#@#185#@#40;nemi 2 (côte est)#@#pwen-jic#@#2665#@#2450#@#185#@#40;jawe#@#pwen-jic#@#2666#@#2975#@#187#@#41;131
français#@#femme stérile#@#2743#@#109#@#303#@#33;nemi 2 (côte est)#@#hno-nang/ hno-geny#@#2738#@#2451#@#425#@#42;jawe#@#hnemo geny#@#2741#@#2978#@#233#@#39;131
français#@#naître#@#534#@#195#@#141#@#35;pije#@#hmac (=arriver)#@#529#@#969#@#352#@#37;fwâi#@#hmac (= arriver)#@#529#@#1501#@#374#@#37;nemi 1 (Temala)#@#pwec/ hmac (= arriver) pwec/ hmac (= arriver) pwec#@#524#@#2031#@#1152#@#45;132
français#@#accoucher#@#612#@#194#@#212#@#29;nemi 1 (Temala)#@#pa-pue i#@#599#@#2031#@#158#@#62;nemi 2 (côte est)#@#pa-wei#@#602#@#2561#@#135#@#39;jawe#@#pha-pveyi#@#599#@#3095#@#206#@#41;132
français#@#sage-femme#@#683#@#197#@#235#@#39;pije#@#ka-vhe hawak (T)#@#673#@#969#@#378#@#39;fwâi#@#ka-vhe haok#@#677#@#1501#@#259#@#35;nemi 1 (Temala)#@#ka-fe hyaok#@#674#@#2031#@#259#@#42;nemi 2 (côte est)#@#ka-fe hyaok#@#671#@#2562#@#261#@#44;jawe#@#ka-ve hyaok#@#671#@#3095#@#260#@#42;132
français#@#placenta#@#756#@#194#@#191#@#41;pije#@#kee-n hawak (T) nga-n nai-n (O)#@#748#@#969#@#353#@#92;fwâi#@#kee-n haok#@#750#@#1502#@#235#@#35;nemi 1 (Temala)#@#kee-n hyaok/ nge-n nai-n#@#748#@#2031#@#284#@#92;nemi 2 (côte est)#@#kee-n hyaok/ nge-n nai-n#@#746#@#2562#@#284#@#91;132
français#@#jumeaux#@#874#@#197#@#163#@#41;pije#@#bivhidu (T)#@#871#@#968#@#256#@#37;fwâi#@#bivhidu#@#873#@#1501#@#166#@#33;nemi 1 (Temala)#@#bifidu#@#871#@#2028#@#144#@#34;nemi 2 (côte est)#@#biidu#@#870#@#2561#@#118#@#32;jawe#@#phidu#@#870#@#3094#@#115#@#39;132
français#@#nourrisson, nouveau-né#@#949#@#197#@#526#@#38;nemi 2 (côte est)#@#hyapwec#@#946#@#2562#@#163#@#39;jawe#@#hyapwec#@#945#@#3094#@#163#@#39;132
français#@#élever, soigner (un enfant)#@#1021#@#197#@#643#@#44;pije#@#movhe (T)#@#1020#@#969#@#209#@#36;fwâi#@#movhe#@#1021#@#1499#@#117#@#35;nemi 1 (Temala)#@#mofe#@#1020#@#2031#@#94#@#35;nemi 2 (côte est)#@#moe#@#1028#@#2561#@#69#@#25;jawe#@#moe#@#1027#@#3092#@#71#@#25;132
français#@#adopter un enfant#@#1099#@#194#@#408#@#38;pije#@#tu-vhe hawak (T)#@#1093#@#971#@#376#@#36;fwâi#@#pe-tu-vhe haok#@#1095#@#1501#@#333#@#39;nemi 1 (Temala)#@#pe-tu-fe hyaok#@#1093#@#2031#@#333#@#38;nemi 2 (côte est)#@#pe-tu-ve hyaok#@#1091#@#2562#@#333#@#40;jawe#@#pe-cüû-e hyaok#@#1090#@#3092#@#310#@#38;132
français#@#donner un nom à l'enfant#@#1167#@#194#@#580#@#34;pije#@#na yala-n (T)#@#1165#@#969#@#304#@#43;fwâi#@#na-yare-haok#@#1167#@#1501#@#285#@#40;nemi 2 (côte est)#@#na-yare-hyaok#@#1164#@#2562#@#309#@#40;jawe#@#na-yare-hyaok#@#1162#@#3092#@#310#@#41;132
français#@#coutumes offertes aux maternels pour la naissance d'un enfant#@#1239#@#199#@#672#@#130;pije#@#be-tho peei yala-n T be-ngayuk nyang (T) be-pe-cavhe sang (T) be-thii guloo-n (T)#@#1239#@#969#@#482#@#186;fwâi#@#ba-na yale-n#@#1240#@#1501#@#285#@#41;nemi 2 (côte est)#@#ba-na yale-n ba-hava fe-ek ba-thii guloo-n ba-hyuu dit hwa-n#@#1236#@#2559#@#411#@#184;jawe#@#ba-na yale-n ba-pweeno phe-ek ba-thii gule-n (T) ba-thii guloo-n (W)#@#1234#@#3091#@#451#@#188;132
français#@#téter#@#1602#@#200#@#114#@#32;pije#@#be-hyuu dit hwa-n (T) (pour le sevrage) tit (T)#@#1429#@#971#@#497#@#206;fwâi#@#tit#@#1602#@#1502#@#67#@#33;nemi 1 (Temala)#@#tit#@#1602#@#2032#@#67#@#33;nemi 2 (côte est)#@#(pour le sevrage) faun (après sevrage) tit#@#1427#@#2562#@#473#@#207;jawe#@#ba-hyuu dit hwa-n (pour le sevrage) phaun (après sevrage) tit#@#1429#@#3092#@#496#@#205;132
français#@#allaiter#@#1677#@#196#@#190#@#30;pije#@#pati (T)#@#1674#@#972#@#183#@#39;fwâi#@#pari#@#1677#@#1501#@#88#@#37;nemi 1 (Temala)#@#patili#@#1675#@#2031#@#135#@#39;nemi 2 (côte est)#@#pari#@#1675#@#2564#@#85#@#39;jawe#@#pha-tili (X) parili (W)#@#1674#@#3094#@#279#@#89;132
français#@#sa tétine#@#1798#@#199#@#213#@#29;pije#@#dit, dila-n#@#1795#@#969#@#264#@#31;fwâi#@#dit, dile-n#@#1795#@#1499#@#263#@#32;nemi 1 (Temala)#@#dit, dile-n#@#1793#@#2031#@#262#@#34;nemi 2 (côte est)#@#dit, dile-n#@#1792#@#2561#@#262#@#33;jawe#@#dit, dile-n#@#1793#@#3091#@#265#@#32;132
français#@#son âge (= son année)#@#2060#@#200#@#496#@#40;pije#@#doi-n (T)#@#2058#@#968#@#210#@#34;fwâi#@#doi-n#@#2061#@#1498#@#120#@#32;nemi 1 (Temala)#@#doi-n#@#2060#@#2029#@#120#@#33;nemi 2 (côte est)#@#doi-n#@#2058#@#2559#@#120#@#34;jawe#@#jaxi-n#@#2060#@#3097#@#137#@#39;132
français#@#enfant#@#2135#@#197#@#140#@#32;pije#@#hawak (T) hyaok (O)#@#2129#@#972#@#206#@#88;fwâi#@#haok#@#2132#@#1501#@#92#@#35;nemi 1 (Temala)#@#hyaok#@#2132#@#2031#@#117#@#42;nemi 2 (côte est)#@#hyaok#@#2132#@#2562#@#116#@#40;jawe#@#hyaok#@#2122#@#3093#@#136#@#50;132
français#@#petit garçon#@#2253#@#196#@#291#@#43;pije#@#hawak kayuk (T)#@#2221#@#971#@#351#@#71;fwâi#@#hwari haok kahok#@#2251#@#1501#@#380#@#35;nemi 1 (Temala)#@#hyaok kayuk#@#2251#@#2031#@#261#@#42;nemi 2 (côte est)#@#hyaok khaak (Tendo) hyaok kac /hyaok kayuk#@#2251#@#2562#@#489#@#88;jawe#@#hyaok kac/ kayuk#@#2249#@#3094#@#498#@#47;132
français#@#petite fille#@#2417#@#196#@#287#@#45;pije#@#hawak thoomwa (T)#@#2416#@#971#@#399#@#37;fwâi#@#hwari haok hnook#@#2417#@#1499#@#382#@#36;nemi 1 (Temala)#@#hyaok hnook#@#2418#@#2029#@#263#@#42;nemi 2 (côte est)#@#(Coutna) hyaok hnook#@#2346#@#2561#@#261#@#114;jawe#@#hyaok hnemo#@#2421#@#3092#@#261#@#41;132
français#@#son enfant#@#2495#@#197#@#237#@#32;pije#@#pai-n#@#2493#@#969#@#117#@#32;fwâi#@#nai-n#@#2495#@#1499#@#117#@#33;nemi 1 (Temala)#@#nai-n#@#2496#@#2029#@#119#@#34;nemi 2 (côte est)#@#naî-n#@#2495#@#2561#@#117#@#33;jawe#@#naai-n#@#2498#@#3092#@#140#@#32;132
